,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,depend
0,1.0,28.0,3.0,1.0,2.0,0.25571273123,0.518640350877,4.0,3.11351530921,10.5,1.72276659774,1.0,4.34380542185,2.90142159408,0.0,0.0,1.2,2.07944154168,7.3728091785,19.1,11.8,4.65396035016,2.5,0.25,0.0,0.01,0.5,0.01,0.0,0.25,0.0,1.0,1.0,155.0,1.60943791243,3.82864139649,1.0,0.776699029126,0.49,0.39,0
1,0.0,28.0,4.0,1.02232142857,2.0,0.0,0.0,5.72167216722,-inf,0.0,-inf,0.0,1.38629436112,1.85629799037,0.0,-inf,1.2,1.09861228867,4.21360798305,4.8,4.8,2.3978952728,3.0,0.33,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.370459081836,1.0,10.0,0.69314718056,2.67414864943,0.0,0.776699029126,0.4,0.44,0
2,0.0,41.0,3.31938325991,1.0,3.0,0.0,0.0,5.72167216722,3.16968558068,9.5,1.77495235091,0.0,2.19722457734,1.79175946923,0.308602150538,-inf,7.0,4.66343909411,6.4393503711,12.6,2.8,3.43398720449,1.0,0.97,0.0,0.01,0.03,0.223941368078,0.0,0.25,0.0,0.370459081836,0.0,9.0,0.0,1.79175946923,1.0,0.776699029126,1.0,1.0,0
3,1.0,50.0,4.0,1.0,2.0,0.0,1.0,3.0,3.8958936235,35.3,2.13698389579,0.0,3.09104245336,3.55534806149,0.0,0.69314718056,1.4,1.94591014906,6.24027584517,11.4985426009,3.8,4.56434819147,1.4,0.57,0.5,0.07,0.42,0.223941368078,0.0,1.0,0.33,0.370459081836,0.0,22.0,0.0,3.55534806149,1.0,0.776699029126,0.736545654565,1.0,0
4,1.0,31.0,5.0,2.0,2.0,0.0,0.0,6.0,4.03706613331,18.0,1.41098697371,0.0,1.38629436112,0.832909122935,1.0,0.0,1.7,2.3978952728,5.93224518745,11.4985426009,2.8,4.43129393603,2.3,0.27,0.0,0.05,0.54,0.06,0.0,0.16,0.0,0.370459081836,0.0,5.0,0.784527686306,1.09861228867,1.0,0.0,0.8,0.76,0
5,0.609220636663,63.0,3.31938325991,1.0,1.0,0.0,0.0,3.0,2.50143595174,8.0,1.38629436112,0.0,3.55534806149,2.96527306607,0.0,1.25245032194,3.3,3.09104245336,6.68198327631,11.9,5.9,3.68887945411,1.4,0.77,0.0,0.01,0.13,0.01,0.0,0.66,0.0,0.370459081836,0.0,35.0,0.0,2.96527306607,0.0,0.776699029126,1.0,0.731745334797,0
6,1.0,81.0,5.0,1.0,2.0,0.0,1.0,8.0,4.59612944134,9.5,2.50959926238,0.0,1.60943791243,1.50407739678,1.0,1.09861228867,2.5,2.07944154168,5.45275371985,5.1,10.1,2.19722457734,1.3,0.75,0.33,0.63,1.0,0.223941368078,0.0,0.454601962923,0.75,0.370459081836,0.232201533406,5.0,0.0,1.50407739678,0.0,0.776699029126,1.0,1.0,0
7,0.0,46.0,3.0,2.0,1.0,0.0,1.0,4.0,3.36037538714,21.5,1.97408102602,0.0,1.60943791243,-0.105360515658,0.0,0.69314718056,1.8,1.94591014906,5.25017699122,16.2,5.6,2.8903717579,2.0,0.42,0.5,0.15,0.57,0.15,0.0687527352298,0.25,0.0,0.14,0.0,5.0,0.0,-0.105360515658,0.0,0.0,1.0,0.731745334797,0
8,1.0,43.0,1.0,1.0,2.40567066521,1.0,0.0,0.0,-inf,0.0,-inf,0.0,0.69314718056,-0.356674943939,0.0,1.60943791243,1.9,2.94443897917,6.51870471214,10.6,3.0,4.73619844839,3.3,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,37.0745272525,1.09861228867,2.84215160668,0.0,0.0,0.04,0.09,0
9,1.0,28.0,3.0,1.0,2.0,0.0,1.0,10.0,4.03706613331,17.5,1.50407739678,0.0,2.94443897917,1.85629799037,1.0,1.25245032194,1.5,2.8903717579,6.54304816335,9.5,2.6,5.13579843705,2.6,0.33,0.188733333333,0.07,0.55,0.06,0.0,0.1,0.244298245614,0.370459081836,0.0,83.0,1.79175946923,2.94443897917,1.0,0.0,0.22,0.33,0
10,0.0,43.0,3.0,1.0,4.0,1.0,1.0,7.0,4.30945594184,16.8,2.36085400112,0.0,2.19722457734,2.33054945084,0.0,-inf,1.7772428884,0.69314718056,4.76983680754,11.4985426009,6.5,2.3978952728,3.0,0.0,1.0,0.3,1.0,0.63,0.0,0.14,0.14,0.370459081836,0.0,67.0,1.09861228867,2.75366071235,0.410087719298,0.776699029126,0.13,0.06,0
11,1.0,38.0,5.0,2.0,2.0,0.0,1.0,6.0,3.63495111209,17.8,2.13698389579,1.0,5.11799381242,2.33054945084,1.0,3.49650756147,2.6,3.03654542826,8.42138688856,11.4985426009,3.4,6.2205901701,3.3,0.26,0.03,0.21147826087,0.05,0.0,0.0,0.454601962923,0.33,0.370459081836,1.0,206.0,0.784527686306,3.99452422694,0.410087719298,0.776699029126,0.81,0.78,0
